"queriedName","foundName","obsid","sourceNumber","sourceRA","sourceDec"
"M31","M  31",308,14,10.7017285906,41.2563507118
"M31","M  31",308,15,10.7621550407,41.2563179781
"M31","M  31",308,16,10.7633474413,41.2577426362
"M31","M  31",308,17,10.6994839484,41.2591799638
"M31","M  31",308,18,10.5955924081,41.2598163244
"M31","M  31",308,19,10.7187977018,41.2611566691
"M31","M  31",308,20,10.679092682,41.2620119896
"M31","M  31",308,21,10.6665983135,41.2632649911
"M31","M  31",308,22,10.676895935,41.264965173
"M31","M  31",308,23,10.5895401789,41.267075178
"M31","M  31",308,24,10.7288211543,41.2675795976
"M31","M  31",308,25,10.6607348112,41.2677437084
"M31","M  31",308,26,10.7493935632,41.2683275676
"M31","M  31",308,27,10.6848303035,41.2688674706
"M31","M  31",308,28,10.6756624708,41.2689953515
"M31","M  31",308,29,10.6956330192,41.271033394
"M31","M  31",308,30,10.6878977714,41.2726941705
"M31","M  31",308,31,10.6296964113,41.2727001497
"M31","M  31",308,32,10.6964881279,41.2746085311
"M31","M  31",308,33,10.6827751862,41.2749422352
"M31","M  31",308,34,10.6822386775,41.2757143779
"M31","M  31",308,35,10.5653617997,41.2891347163
"M31","M  31",308,36,10.7663504772,41.301273046
"M31","M  31",308,37,10.5327704251,41.3042273539
"M31","M  31",308,38,10.5547806712,41.3101273147
"M31","M  31",308,39,10.7187961858,41.3151358769
"M31","M  31",308,40,10.6085429188,41.3208448053
"M31","M  31",308,41,10.7484763016,41.3220612497
"M31","M  31",308,42,10.9052039903,41.2457437235
"M31","M  31",314,1,10.66969531,40.8547491203
"M31","M  31",314,2,10.6771799656,40.864605307
"M31","M  31",314,3,10.5929528851,40.9902599764
"M31","M  31",314,4,10.5672823613,41.0196647559
"M31","M  31",314,5,10.5664532687,41.0206973599
"NGC 4472","M  49",321,1,187.342760911,7.89255448656
"NGC 4472","M  49",321,2,187.415343126,7.89250466559
"NGC 4472","M  49",321,3,187.347954005,7.89969370941
"NGC 4472","M  49",321,4,187.349511699,7.89992090889
"NGC 4472","M  49",321,5,187.43346549,7.92561271194
"NGC 4472","M  49",321,6,187.425991456,7.95054598872
"NGC 4472","M  49",321,7,187.432454989,7.9543249694
"NGC 4472","M  49",321,8,187.420850694,7.96232099224
"NGC 4472","M  49",321,9,187.455508748,7.96485895116
"NGC 4472","M  49",321,10,187.433740797,7.97803391373
"NGC 4472","M  49",321,11,187.424878216,7.9801028429
"NGC 4472","M  49",321,12,187.454216313,7.98096516396
"NGC 4472","M  49",321,13,187.393641135,7.98102448747
"NGC 4472","M  49",321,14,187.44202239,7.98765116677
"NGC 4472","M  49",321,15,187.417057006,7.99090463853
"NGC 4472","M  49",321,16,187.473747648,7.99393501904
"NGC 4472","M  49",321,17,187.431304711,7.99651120904
"NGC 4472","M  49",321,18,187.442927799,7.99693219224
"NGC 4472","M  49",321,19,187.437578579,7.99731077631
"NGC 4472","M  49",321,20,187.44548927,7.99873069287
"NGC 4472","M  49",321,21,187.444906878,7.99924046836
"NGC 4472","M  49",321,22,187.436079783,8.00021356883
"NGC 4472","M  49",321,23,187.444991088,8.00085860045
"NGC 4472","M  49",321,24,187.426321045,8.00222512134
"NGC 4472","M  49",321,25,187.46193469,8.00277407339
"NGC 4472","M  49",321,26,187.449146625,8.0030246854
"NGC 4472","M  49",321,27,187.459991551,8.00378004313
"NGC 4472","M  49",321,28,187.445868881,8.0037449866
"NGC 4472","M  49",321,29,187.423299927,8.00401535216
"NGC 4472","M  49",321,30,187.448626429,8.00739666439
"NGC 4472","M  49",321,31,187.39377467,8.0089441264
"NGC 4472","M  49",321,32,187.508629733,8.01396595354
"NGC 4472","M  49",321,33,187.439810225,8.01642907655
"NGC 4472","M  49",321,34,187.441277373,8.02420676932
"NGC 4472","M  49",321,35,187.469697257,8.03227032841
"NGC 4472","M  49",321,36,187.526152223,8.03426307862
"NGC 4472","M  49",321,37,187.387939963,8.03831993275
"NGC 4472","M  49",321,38,187.463150036,8.04033135887
"NGC 4472","M  49",321,39,187.433098104,8.04706695749
"NGC 4472","M  49",321,40,187.295936212,8.05644217202
"NGC 4472","M  49",321,41,187.366137801,8.10859321505
"NGC 4472","M  49",321,42,187.395314021,8.1591514083
"NGC 3031","M  81",390,1,148.887184293,69.0093775479
"NGC 3031","M  81",390,2,148.853144489,69.0204664491
"NGC 3031","M  81",390,3,148.925428353,69.0601565152
"NGC 3031","M  81",390,4,148.887417226,69.0648491091
"NGC 3031","M  81",390,5,148.887890599,69.0657413462
"NGC 3031","M  81",390,6,148.957412474,69.0922020992
"NGC 4565","NGC  4565",404,1,189.072492264,25.982082885
"NGC 4565","NGC  4565",404,2,189.086572645,25.9876869252
"SN 1993J","SN 1993J",735,1,148.897628101,68.9201826787
"SN 1993J","SN 1993J",735,2,148.689051415,68.9497345502
"SN 1993J","SN 1993J",735,3,148.955983632,68.9773858233
"SN 1993J","SN 1993J",735,4,149.011327917,68.9790676275
"SN 1993J","SN 1993J",735,5,149.007953046,68.9833321189
"SN 1993J","SN 1993J",735,6,148.932186934,68.9848490714
"SN 1993J","SN 1993J",735,7,149.010938778,68.993295041
"SN 1993J","SN 1993J",735,8,148.887274249,69.0093726806
"SN 1993J","SN 1993J",735,9,149.037356971,69.0185797958
"SN 1993J","SN 1993J",735,10,148.853173347,69.0204719639
"SN 1993J","SN 1993J",735,11,148.971829362,69.0352533979
"SN 1993J","SN 1993J",735,12,148.739987646,69.0448106637
"SN 1993J","SN 1993J",735,13,148.675015317,69.0454590485
"SN 1993J","SN 1993J",735,14,148.86842107,69.0457294414
"SN 1993J","SN 1993J",735,15,148.901026678,69.045849314
"SN 1993J","SN 1993J",735,16,148.86356464,69.0466880208
"SN 1993J","SN 1993J",735,17,148.894063091,69.0472877446
"SN 1993J","SN 1993J",735,18,148.941030109,69.0501547511
"SN 1993J","SN 1993J",735,19,148.92826355,69.0521948957
"SN 1993J","SN 1993J",735,20,148.894707961,69.0538106647
"SN 1993J","SN 1993J",735,21,149.034730776,69.0542350679
"SN 1993J","SN 1993J",735,22,148.896850318,69.0544715185
"SN 1993J","SN 1993J",735,23,148.87553385,69.0551460908
"SN 1993J","SN 1993J",735,24,149.032102593,69.0571926708
"SN 1993J","SN 1993J",735,25,148.925589522,69.0601460476
"SN 1993J","SN 1993J",735,26,148.89389349,69.0608328221
"SN 1993J","SN 1993J",735,27,148.943280036,69.0611223724
"SN 1993J","SN 1993J",735,28,148.895490328,69.0618040753
"SN 1993J","SN 1993J",735,29,148.891024078,69.0620868199
"SN 1993J","SN 1993J",735,30,148.929493916,69.0621832757
"SN 1993J","SN 1993J",735,31,148.921743654,69.0627089055
"SN 1993J","SN 1993J",735,32,148.892890749,69.0640789269
"SN 1993J","SN 1993J",735,33,148.8946776,69.0643996033
"SN 1993J","SN 1993J",735,34,148.897807267,69.0648250999
"SN 1993J","SN 1993J",735,35,148.889006407,69.0648999277
"SN 1993J","SN 1993J",735,36,148.887198604,69.0656369966
"SN 1993J","SN 1993J",735,37,148.865817917,69.0668666083
"SN 1993J","SN 1993J",735,38,148.895295779,69.0689285604
"SN 1993J","SN 1993J",735,39,148.79066273,69.0688196959
"SN 1993J","SN 1993J",735,40,148.866515952,69.0689083275
"SN 1993J","SN 1993J",735,41,148.862443185,69.0709505476
"SN 1993J","SN 1993J",735,42,148.880579832,69.0720795258
"SN 1993J","SN 1993J",735,43,148.90413964,69.0758958255
"SN 1993J","SN 1993J",735,44,148.736660554,69.0765576188
"SN 1993J","SN 1993J",735,45,148.859646117,69.0768957754
"SN 1993J","SN 1993J",735,46,148.894401596,69.0816948341
"SN 1993J","SN 1993J",735,47,148.792851991,69.0839712511
"SN 1993J","SN 1993J",735,48,148.842170254,69.0862619584
"SN 1993J","SN 1993J",735,49,148.971227371,69.0887247253
"SN 1993J","SN 1993J",735,50,148.841028496,69.0894899862
"SN 1993J","SN 1993J",735,51,148.994368835,69.0902425318
"SN 1993J","SN 1993J",735,52,148.993006774,69.090991264
"SN 1993J","SN 1993J",735,53,148.957414605,69.0922301122
"SN 1993J","SN 1993J",735,54,148.945872799,69.0974714892
"SN 1993J","SN 1993J",735,55,148.841287537,69.1104341162
"SN 1993J","SN 1993J",735,56,148.754785331,69.1238808476
"SN 1993J","SN 1993J",735,57,148.791223809,69.1282875371
"SN 1993J","SN 1993J",735,58,148.750440406,69.1290294251
"SN 1993J","SN 1993J",735,59,148.853427614,69.165131919
"SN 1993J","SN 1993J",735,60,148.851360544,69.1658904822
"SN 1993J","SN 1993J",735,61,148.961292873,69.0598061247
"SN 1993J","SN 1993J",735,62,148.869739156,69.1036348742
"SN 1993J","SN 1993J",735,63,148.956471285,69.1362960794
"SN1999em","SN 1999em",766,1,70.4713400033,-3.02568241887
"SN1999em","SN 1999em",766,2,70.2117385909,-2.9074529714
"SN1999em","SN 1999em",766,3,70.3445251366,-2.89972088311
"SN1999em","SN 1999em",766,4,70.3631452345,-2.86268165131
"SN1999em","SN 1999em",766,5,70.3673105518,-2.8579721136
"SN1999em","SN 1999em",766,6,70.3873448235,-2.85740334748
"SN1999em","SN 1999em",766,7,70.4122845929,-2.85518037128
"SN1999em","SN 1999em",766,8,70.3647817806,-2.82203699795
"SN1999em","SN 1999em",766,9,70.3522988176,-2.79552090761
"SN1999em","SN 1999em",766,10,70.3750289121,-2.79541704674
"SN1999em","SN 1999em",766,11,70.4444406481,-2.98414517296
"SN1999em","SN 1999em",766,12,70.2444430064,-2.95457258032
"SN1998S","SN 1998S",768,1,176.620358086,47.4318873547
"SN1998S","SN 1998S",768,2,176.518744826,47.4447691772
"SN1998S","SN 1998S",768,3,176.526245319,47.4564165358
"SN1998S","SN 1998S",768,4,176.735943909,47.4650880929
"SN1998S","SN 1998S",768,5,176.642010409,47.4671124566
"SN1998S","SN 1998S",768,6,176.52562173,47.4820539134
"SN1998S","SN 1998S",768,7,176.407843531,47.4838137569
"SN1998S","SN 1998S",768,8,176.575535851,47.4931109217
"SN1998S","SN 1998S",768,9,176.487948687,47.4932167704
"SN1998S","SN 1998S",768,10,176.532237384,47.4944827265
"SN1998S","SN 1998S",768,11,176.474905105,47.6124398207
"SN1998S","SN 1998S",768,12,176.350693918,47.4935772809
"NGC 4649","M  60",785,1,190.905727955,11.4674548923
"NGC 4649","M  60",785,2,190.886032096,11.5006571543
"NGC 4649","M  60",785,3,190.934644699,11.5013579951
"NGC 4649","M  60",785,4,190.902755504,11.5031138731
"NGC 4649","M  60",785,5,190.905328372,11.5288660076
"NGC 4649","M  60",785,6,190.883498159,11.5296835691
"NGC 4649","M  60",785,7,190.935633552,11.5308177618
"NGC 4649","M  60",785,8,190.930143675,11.532458214
"NGC 4649","M  60",785,9,190.89499643,11.541045436
"NGC 4649","M  60",785,10,190.93747732,11.542682985
"NGC 4649","M  60",785,11,190.945390471,11.5428174008
"NGC 4649","M  60",785,12,190.945923419,11.5436127334
"NGC 4649","M  60",785,13,190.888807156,11.5444562784
"NGC 4649","M  60",785,14,190.952553478,11.5448349817
"NGC 4649","M  60",785,15,190.977164889,11.5449956246
"NGC 4649","M  60",785,16,190.908636848,11.5450036275
"NGC 4649","M  60",785,17,190.918582413,11.5453054964
"NGC 4649","M  60",785,18,190.931620893,11.5507810008
"NGC 4649","M  60",785,19,190.880657596,11.5508379404
"NGC 4649","M  60",785,20,190.911030527,11.5512055522
"NGC 4649","M  60",785,21,190.979060931,11.5521223364
"NGC 4649","M  60",785,22,190.916716256,11.5525816863
"NGC 4649","M  60",785,23,190.874495727,11.5551012813
"NGC 4649","M  60",785,24,190.907695249,11.5578885586
"NGC 4649","M  60",785,25,191.037020134,11.5588607861
"NGC 4649","M  60",785,26,190.891872077,11.5616682707
"NGC 4649","M  60",785,27,190.923584094,11.5642896511
"NGC 4649","M  60",785,28,190.96527488,11.5657960886
"NGC 4649","M  60",785,29,190.891482551,11.566994147
"NGC 4649","M  60",785,30,190.883696642,11.5717810134
"NGC 4649","M  60",785,31,190.897882519,11.5742405214
"NGC 4649","M  60",785,32,190.92401997,11.5760675592
"NGC 4649","M  60",785,33,190.908109506,11.5764670236
"NGC 4649","M  60",785,34,190.861628978,11.5873514359
"NGC 4649","M  60",785,35,191.02898748,11.5901812992
"NGC 4649","M  60",785,36,190.946888357,11.5925898215
"NGC 4649","M  60",785,37,190.751846855,11.5986658178
"NGC 4649","M  60",785,38,190.904453928,11.612795697
"NGC 4649","M  60",785,39,190.811926628,11.6497778549
"NGC 4649","M  60",785,40,190.740497996,11.6022442235
"M33","M  33",786,1,23.4867659738,30.6186039555
"M33","M  33",786,2,23.4865916588,30.6249740239
"M33","M  33",786,3,23.4017312305,30.6285765382
"M33","M  33",786,4,23.4440513895,30.6302630559
"M33","M  33",786,5,23.4604776566,30.6393628914
"M33","M  33",786,6,23.4245656412,30.6469808606
"M33","M  33",786,7,23.4621355294,30.6602167985
"M33","M  33",786,8,23.5438385707,30.6628775161
"M33","M  33",786,9,23.370973926,30.7047638697
"M33","M  33",786,10,23.4273248786,30.7148802308
"M33","M  33",786,11,23.3518017338,30.7337190378
"M33","M  33",786,12,23.3517815599,30.7347248862
"M33","M  33",786,13,23.3722374886,30.7520540169
"M33","M  33",786,14,23.3131684848,30.8877042816
"M33","M  33",786,15,23.4781488027,30.5527474951
"M33","M  33",786,16,23.5324837957,30.5985078174
"M33","M  33",786,17,23.4955550611,30.8342037532
"NGC 891","NGC   891",794,1,35.6881421519,42.2852079333
"NGC 891","NGC   891",794,2,35.6890183372,42.2855707432
"NGC 891","NGC   891",794,3,35.6517686667,42.2917237198
"NGC 891","NGC   891",794,4,35.7149652494,42.2947098
"NGC 891","NGC   891",794,5,35.6097881952,42.3092661332
"NGC 891","NGC   891",794,6,35.6304795962,42.3326135915
"NGC 891","NGC   891",794,7,35.6209671318,42.3393375127
"NGC 891","NGC   891",794,8,35.6308703392,42.3399688653
"NGC 891","NGC   891",794,9,35.5633072464,42.3456808448
"NGC 891","NGC   891",794,10,35.6491707928,42.3479168505
"NGC 891","NGC   891",794,11,35.6435786779,42.3499803481
"NGC 891","NGC   891",794,12,35.6152214391,42.3523056686
"NGC 891","NGC   891",794,13,35.6017836303,42.3606796081
"NGC 891","NGC   891",794,14,35.6109419725,42.365079259
"NGC 891","NGC   891",794,15,35.6546970792,42.3660196479
"NGC 891","NGC   891",794,16,35.6331395255,42.3761014047
"NGC 891","NGC   891",794,17,35.663109566,42.3911205311
"NGC 891","NGC   891",794,18,35.5629449535,42.3947003371
"NGC 891","NGC   891",794,19,35.6756145056,42.4007527567
"NGC 891","NGC   891",794,20,35.6054724768,42.414102256
"NGC 891","NGC   891",794,21,35.652744409,42.4826462751
"NGC 891","NGC   891",794,22,35.4342393155,42.2749971562
"NGC 891","NGC   891",794,23,35.6982380059,42.3619771294
"NGC 891","NGC   891",794,24,35.5424598238,42.4986536741
"NGC 4631","NGC  4631",797,1,190.491796794,32.4810080031
"NGC 4631","NGC  4631",797,2,190.522807245,32.510438463
"NGC 4631","NGC  4631",797,3,190.48324433,32.5125178425
"NGC 4631","NGC  4631",797,4,190.571149493,32.5301996719
"NGC 4631","NGC  4631",797,5,190.52079557,32.5311850026
"NGC 4631","NGC  4631",797,6,190.525686239,32.5314241625
"NGC 4631","NGC  4631",797,7,190.50042468,32.5330651203
"NGC 4631","NGC  4631",797,8,190.489218463,32.5341987138
"NGC 4631","NGC  4631",797,9,190.527534472,32.5357258604
"NGC 4631","NGC  4631",797,10,190.514866339,32.5378830801
"NGC 4631","NGC  4631",797,11,190.481536002,32.538033436
"NGC 4631","NGC  4631",797,12,190.530645438,32.5427303751
"NGC 4631","NGC  4631",797,13,190.54629376,32.543325427
"NGC 4631","NGC  4631",797,14,190.525515796,32.5462839784
"NGC 4631","NGC  4631",797,15,190.607274575,32.555669911
"NGC 4631","NGC  4631",797,16,190.516776365,32.5690412815
"NGC 4631","NGC  4631",797,17,190.447313956,32.5741440057
"NGC 4631","NGC  4631",797,18,190.521637298,32.6096710229
"NGC 4631","NGC  4631",797,19,190.468108753,32.4539752757
"NGC 4631","NGC  4631",797,20,190.524533381,32.6692074519
"I ZW 18","Mrk  116A",805,1,143.546013383,55.1953502203
"I ZW 18","Mrk  116A",805,2,143.508212374,55.2411858542
"I ZW 18","Mrk  116A",805,3,143.402307637,55.2486553121
"I ZW 18","Mrk  116A",805,4,143.497316614,55.2640612366
"I ZW 18","Mrk  116A",805,5,143.450251739,55.3104165348
"M101","M 101",934,1,210.814600499,54.284455506
"M101","M 101",934,2,210.897974695,54.2858546813
"M101","M 101",934,3,210.815990066,54.2968152194
"M101","M 101",934,4,210.771794631,54.2979257211
"M101","M 101",934,5,210.801843871,54.2984749338
"M101","M 101",934,6,210.888710102,54.2999563757
"M101","M 101",934,7,210.809534758,54.3017656317
"M101","M 101",934,8,210.901006326,54.3041704835
"M101","M 101",934,9,210.816840749,54.3054591232
"M101","M 101",934,10,210.825255438,54.3064102386
"M101","M 101",934,11,210.91360474,54.3076081109
"M101","M 101",934,12,210.863068713,54.3088148167
"M101","M 101",934,13,210.823638269,54.3100024221
"M101","M 101",934,14,210.807014135,54.3192048599
"M101","M 101",934,15,210.84025795,54.3222270199
"M101","M 101",934,16,211.089521538,54.3223787543
"M101","M 101",934,17,210.899996931,54.3235726819
"M101","M 101",934,18,210.780869719,54.3272806462
"M101","M 101",934,19,210.839743396,54.3294132038
"M101","M 101",934,20,210.850748449,54.3302314188
"M101","M 101",934,21,210.806856185,54.3360258205
"M101","M 101",934,22,210.861083224,54.345209115
"M101","M 101",934,23,210.80222597,54.3481026029
"M101","M 101",934,24,210.802280362,54.3489786264
"M101","M 101",934,25,210.874503807,54.3493582063
"M101","M 101",934,26,210.884866996,54.3508202498
"M101","M 101",934,27,210.720264336,54.3532035775
"M101","M 101",934,28,210.790702966,54.3542049164
"M101","M 101",934,29,210.624799002,54.3552011286
"M101","M 101",934,30,210.766061133,54.3591627374
"M101","M 101",934,31,210.808180343,54.3600884236
"M101","M 101",934,32,210.830241311,54.3637153451
"M101","M 101",934,33,210.693462292,54.3644636194
"M101","M 101",934,34,210.974420935,54.3660548595
"M101","M 101",934,35,210.558671656,54.366610744
"M101","M 101",934,36,210.877945072,54.3727022623
"M101","M 101",934,37,210.87484088,54.3746535879
"M101","M 101",934,38,210.704842132,54.3779889803
"M101","M 101",934,39,210.850077553,54.3936451477
"M101","M 101",934,40,210.754928721,54.3948568557
"M101","M 101",934,41,210.802295921,54.4050092184
"M101","M 101",934,42,210.827735655,54.4082204784
"M101","M 101",934,43,210.785074485,54.416410444
"M101","M 101",934,44,211.059129877,54.4342216927
"M101","M 101",934,45,210.695944253,54.4486069201
"M101","M 101",934,46,210.936347907,54.4493112058
"M101","M 101",934,47,210.854707004,54.5069524834
"M101","M 101",934,48,211.067408639,54.2704286953
"M101","M 101",934,49,211.070185206,54.271225675
"M101","M 101",934,50,210.921972343,54.3179319829
"M101","M 101",934,51,210.635639231,54.3336841146
"M101","M 101",934,52,210.620493483,54.4412135735
"M101","M 101",934,53,210.619628843,54.4423617937
"M101","M 101",934,54,210.544691947,54.5019759818
"M101","M 101",934,55,210.54329033,54.504625938
"SN1998S","SN 1998S",952,1,176.620359156,47.4322033618
"SN1998S","SN 1998S",952,2,176.518652086,47.4447771501
"SN1998S","SN 1998S",952,3,176.642067914,47.4671419971
"SN1998S","SN 1998S",952,4,176.52552249,47.4820533826
"SN1998S","SN 1998S",952,5,176.487789091,47.4931653155
"SN1998S","SN 1998S",952,6,176.571971433,47.4996643954
"SN1998S","SN 1998S",952,7,176.475414645,47.6123920647
"SN1998S","SN 1998S",952,8,176.473364536,47.6129104255
"NGC 6946","NGC  6946",1043,1,308.612164282,60.0360955416
"NGC 6946","NGC  6946",1043,2,308.613871505,60.0363610669
"NGC 6946","NGC  6946",1043,3,308.658541381,60.0764887807
"NGC 6946","NGC  6946",1043,4,308.703369653,60.0985873953
"NGC 6946","NGC  6946",1043,5,308.7721874,60.106407723
"NGC 6946","NGC  6946",1043,6,308.803189956,60.1255661426
"NGC 6946","NGC  6946",1043,7,308.701904471,60.1365390215
"NGC 6946","NGC  6946",1043,8,308.63539766,60.1394353055
"NGC 6946","NGC  6946",1043,9,308.665838918,60.1397124676
"NGC 6946","NGC  6946",1043,10,308.735418088,60.1428572693
"NGC 6946","NGC  6946",1043,11,308.604137662,60.1517010204
"NGC 6946","NGC  6946",1043,12,308.750541804,60.1522636371
"NGC 6946","NGC  6946",1043,13,308.608862433,60.1526357701
"NGC 6946","NGC  6946",1043,14,308.71802374,60.1534174842
"NGC 6946","NGC  6946",1043,15,308.721083823,60.1538202638
"NGC 6946","NGC  6946",1043,16,308.652163118,60.1584797658
"NGC 6946","NGC  6946",1043,17,308.740549723,60.1636132937
"NGC 6946","NGC  6946",1043,18,308.758119651,60.1677102203
"NGC 6946","NGC  6946",1043,19,308.579539222,60.168826718
"NGC 6946","NGC  6946",1043,20,308.753994702,60.1697773858
"NGC 6946","NGC  6946",1043,21,308.712208895,60.1724569242
"NGC 6946","NGC  6946",1043,22,308.643616077,60.1758189436
"NGC 6946","NGC  6946",1043,23,308.603106578,60.1774104392
"NGC 6946","NGC  6946",1043,24,308.82816707,60.1824022233
"NGC 6946","NGC  6946",1043,25,308.769236583,60.1881960681
"NGC 6946","NGC  6946",1043,26,308.753054466,60.1918443698
"NGC 6946","NGC  6946",1043,27,308.704377593,60.2048384248
"NGC 6946","NGC  6946",1043,28,308.34343396,60.2313140622
"NGC 6946","NGC  6946",1043,29,308.442820141,60.2384206551
"NGC3923","NGC  3923",1563,1,177.767302563,-28.9593214081
"NGC3923","NGC  3923",1563,2,177.685506555,-28.8130048218
"NGC3923","NGC  3923",1563,3,177.78977716,-28.8001388796
"NGC3923","NGC  3923",1563,4,177.775951608,-28.7804975939
"NGC3923","NGC  3923",1563,5,177.740992588,-28.7337060904
"NGC3923","NGC  3923",1563,6,177.757430259,-28.8055588377
"M31","M  31",1576,1,10.6773650198,40.8645648378
"M31","M  31",1576,2,10.5690935983,40.9312463458
"M31","M  31",1576,3,10.6456608145,40.9557837499
"M31","M  31",1576,4,10.592730188,40.9902099464
"M31","M  31",1576,5,10.5661275691,41.0206001584
"NGC 4490","NGC  4490",1579,1,187.597858605,41.6146762564
"NGC 4490","NGC  4490",1579,2,187.660314413,41.6285563581
"NGC 4490","NGC  4490",1579,3,187.662092126,41.6361205635
"NGC 4490","NGC  4490",1579,4,187.668073917,41.6371211414
"NGC 4490","NGC  4490",1579,5,187.679863964,41.6384995905
"NGC 4490","NGC  4490",1579,6,187.651015465,41.6438818786
"NGC 4490","NGC  4490",1579,7,187.643217381,41.6472264472
"NGC 4490","NGC  4490",1579,8,187.626336183,41.6480549344
"NGC 4490","NGC  4490",1579,9,187.628096337,41.6532129622
"NGC 4490","NGC  4490",1579,10,187.634126642,41.6550339394
"NGC 4490","NGC  4490",1579,11,187.605076882,41.6568650609
"NGC 4490","NGC  4490",1579,12,187.622816223,41.6576784647
"NGC 4490","NGC  4490",1579,13,187.706220524,41.6824495274
"NGC 4490","NGC  4490",1579,14,187.627007333,41.6950410171
"NGC 4490","NGC  4490",1579,15,187.575790723,41.5563200348
"M31","M  31",1580,1,10.6458406919,40.8108818719
"M31","M  31",1580,2,10.677180069,40.8645692468
"M31","M  31",1580,3,10.5662703287,41.0204432713
"M31","M  31",1582,1,10.9054214359,41.2450683373
"M31","M  31",1582,2,10.7941615284,41.2476109646
"M31","M  31",1582,3,10.7021200219,41.2558836028
"M31","M  31",1582,4,10.7633352334,41.2577321424
"M31","M  31",1582,5,10.7187524767,41.2611031218
"M31","M  31",1582,6,10.6800508553,41.2627261439
"M31","M  31",1582,7,10.6769340609,41.2649315536
"M31","M  31",1582,8,10.7287972408,41.2675784439
"M31","M  31",1582,9,10.7493313857,41.2683027864
"M31","M  31",1582,10,10.675656627,41.2689780692
"M31","M  31",1582,11,10.6955851825,41.2710279689
"M31","M  31",1582,12,10.6878952557,41.272718454
"M31","M  31",1582,13,10.6964636349,41.2745758122
"M31","M  31",1582,14,10.6822068253,41.275687831
"M31","M  31",1582,15,10.765898264,41.3014037421
"M31","M  31",1582,16,10.7187738242,41.3151219667
"M31","M  31",1582,17,10.6084818615,41.3208476238
"M31","M  31",1582,18,10.7484533628,41.3220364181
"M31","M  31",1582,19,10.6302140675,41.3274583617
"M31","M  31",1582,20,10.6466517411,41.3349376749
"M31","M  31",1582,21,10.7638892138,41.3560415064
"M31","M  31",1584,1,10.6458068885,40.8109272189
"M31","M  31",1584,2,10.6772041777,40.8645324363
"M31","M  31",1584,3,10.569040082,40.9311769745
"M31","M  31",1584,4,10.6456158298,40.9557376757
"M31","M  31",1584,5,10.5926126408,40.9901244638
"M31","M  31",1584,6,10.5660263185,41.0206158597
"NGC4594","M 104",1586,1,190.023311888,-11.6964305611
"NGC4594","M 104",1586,2,189.931776948,-11.6760859977
"NGC4594","M 104",1586,3,190.008241846,-11.6611283274
"NGC4594","M 104",1586,4,189.960447729,-11.6540211619
"NGC4594","M 104",1586,5,189.93835506,-11.6471316344
"NGC4594","M 104",1586,6,189.96225749,-11.6398558259
"NGC4594","M 104",1586,7,190.029228015,-11.6314529948
"NGC4594","M 104",1586,8,189.997577714,-11.6241920017
"NGC4594","M 104",1586,9,190.004406178,-11.6233293148
"NGC4594","M 104",1586,10,190.001438412,-11.6231695738
"NGC4594","M 104",1586,11,189.997629297,-11.6230467334
"NGC4594","M 104",1586,12,189.989073449,-11.6222159763
"NGC4594","M 104",1586,13,189.996157249,-11.6221024151
"NGC4594","M 104",1586,14,189.952527289,-11.6203292577
"NGC4594","M 104",1586,15,190.000189449,-11.6190819323
"NGC4594","M 104",1586,16,189.998028122,-11.6171960201
"NGC4594","M 104",1586,17,190.00387269,-11.6150473475
"NGC4594","M 104",1586,18,190.039725692,-11.6128947004
"NGC4594","M 104",1586,19,190.043361228,-11.6107961909
"NGC4594","M 104",1586,20,189.999502429,-11.6064020325
"NGC4594","M 104",1586,21,189.938603297,-11.6002195002
"NGC4594","M 104",1586,22,189.934031347,-11.6002337311
"NGC4594","M 104",1586,23,189.966470456,-11.5978352725
"NGC4594","M 104",1586,24,189.998611646,-11.5903287121
"NGC4594","M 104",1586,25,190.002748074,-11.5888265577
"NGC4594","M 104",1586,26,189.995910597,-11.5867836738
"NGC4594","M 104",1586,27,189.982468966,-11.580137665
"NGC3379","M 105",1587,1,161.901819147,12.5039280503
"NGC3379","M 105",1587,2,161.951847281,12.5121304068
"NGC3379","M 105",1587,3,162.108594811,12.5285755478
"NGC3379","M 105",1587,4,162.007153811,12.5290775481
"NGC3379","M 105",1587,5,161.969360189,12.5605227241
"NGC3379","M 105",1587,6,162.124608797,12.5740625216
"NGC3379","M 105",1587,7,161.945119428,12.5742176628
"NGC3379","M 105",1587,8,161.945637319,12.5773924605
"NGC3379","M 105",1587,9,161.949923451,12.5793483852
"NGC3379","M 105",1587,10,161.954589159,12.5801904193
"NGC3379","M 105",1587,11,161.956636345,12.5816336671
"NGC3379","M 105",1587,12,161.957616544,12.5819275179
"NGC3379","M 105",1587,13,161.95907705,12.5820232041
"NGC3379","M 105",1587,14,161.958309682,12.5824536948
"NGC3379","M 105",1587,15,161.956277833,12.5832941596
"NGC3379","M 105",1587,16,161.969897238,12.5856789346
"NGC3379","M 105",1587,17,161.953041286,12.5962692046
"NGC3379","M 105",1587,18,161.924363842,12.6291897211
"NGC3379","M 105",1587,19,162.112927576,12.6446738171
"NGC3379","M 105",1587,20,162.11640669,12.5330811787
"NGC4388","NGC  4388",1619,1,186.39510724,12.6339077391
"NGC4388","NGC  4388",1619,2,186.444912501,12.662151964
"NGC4388","NGC  4388",1619,3,186.412413608,12.6669149729
"NGC4388","NGC  4388",1619,4,186.475209771,12.6678375883
